"glad
","zadowolony
"
"fortune-teller
","wróżka
"
"ideals
","ideały
"
"twelvei
","twelvei
"
"innovation
","innowacja
"
"eleventh
","jedenasty
"
"happiness
","szczęście
"
"doit
","Zrób to
"
"diligent
","pracowity
"
"shade
","cień
"
"allotted
","asygnowany
"
"resolute
","zdecydowany
"
"scurry
","pędzić
"
"dreaming
","śni
"
"thatyet
","to jeszcze
"
"frankly
","szczerze
"
"raking
","amfiladowy
"
"displaying
","wyświetlanie
"
"sonorous
","dźwięczny
"
"corpses
","zwłoki
"
"lachrymose
","łzawy
"
"farwith
","daleko
"
"regretting
","żałować
"
"display
","pokaz
"
"schooldays
","szkolne dni
"
"dun
","bury
"
"accuses
","oskarża
"
"repay
","odwdzięczyć się
"
"fiendish
","szatański
"
"useful
","przydatny
"
"disclosures
","ujawnienia
"
"prattle
","szczebiot
"
"lawgivers
","prawodawcy
"
"sultan
","sułtan
"
"malignant
","złośliwy
"
"lane
","pas ruchu
"
"stormed
","szturmem
"
"coffee-cup
","filiżanka kawy
"
"classical
","klasyczny
"
"ignorance
","ignorancja
"
"peachicks
","brzoskwinie
"
"compared
","w porównaniu
"
"gory
","krwawy
"
"tothe
","do
"
"starched
","nakrochmalony
"
"condition
","stan: schorzenie
"
"anti-mussolini
","anty-mussolini
"
"afflicting
","trapiący
"
"comfort
","komfort
"
"dregs
","fusy
"
"unfeminine
","niekobiety
"
"blackaviced
","blackaviced
"
"unannounced
","niezapowiedziane
"
"nimble
","zwinny
"
"bristled
","najeżył się
"
"coincided
","zbiegło się
"
"fluff
","puch
"
"gallantry
","galanteria
"
"inadequate
","niewystarczający
"
"runnina
","runnina
"
"dorado
","dorado
"
"leader
","lider
"
"turned
","obrócony
"
"gentleman's
","dżentelmenów
"
"wereas
","byli jako
"
"acttalking
","acttalking
"
"north
","północ
"
"expects
","oczekuje
"
"four-fifteen
","czwarta piętnaście
"
"blushed
","zarumienił się
"
"wildlyjane
","wildlyjane
"
"encourage
","zachęcać
"
"couch
","sofa
"
"anxiety
","niepokój
"
"lively
","żywy
"
"fatalist
","fatalista
"
"wouldn't
","nie
"
"honored
","zaszczycony
"
"goethe
","goethe
"
"achieve
","osiągać
"
"narrow
","wąski
"
"seizing
","zajęcie
"
"straggled
","rozszarpany
"
"shreds
","strzępy
"
"confirmation
","potwierdzenie
"
"---i
","---ja
"
"dentist
","dentysta
"
"cheering
","doping
"
"prut
","prut
"
"raspberry
","malina
"
"north-midland
","północno-środkowa
"
"hay-hill
","wzgórze siana
"
"fulfil
","spełnić
"
"darted
","rzucił się
"
"appeased
","zaspokojony
"
"wonderment
","zdziwienie
"
"swimming
","pływanie
"
"joseph
","józef
"
"skirt
","Spódnica
"
"water
","woda
"
"shooting
","strzelanie
"
"suffice
","wystarczać
"
"hoisted
","wciągnięty
"
"flow
","pływ
"
"spirited
","porywający
"
"untying
","rozwiązywanie
"
"shyly
","trwożnie
"
"concealed
","ukryty
"
"camera
","aparat fotograficzny
"
"history's
","historia
"
"wither
","uschnąć
"
"appealed
","odwołał się
"
"compact
","kompaktowy
"
"returnedand
","wrócił i
"
"apology
","przeprosiny
"
"sirid
","Sirid
"
"bringing
","przynoszący
"
"good-humoured
","wesoły
"
"seven
","siedem
"
"surges
","skoki
"
"out
","na zewnątrz
"
"saturday
","sobota
"
"prospect
","perspektywa
"
"reconstruction
","rekonstrukcja
"
"officious
","nadgorliwy
"
"light-footed
","lekki
"
"herman
","Hermana
"
"rays
","promienie
"
"sanity
","zdrowie psychiczne
"
"hall-front
","przed przedpokojem
"
"half
","pół
"
"befall
","zdarzać się
"
"enchantment
","zachwyt
"
"cleaner
","odkurzacz
"
"immobility
","nieruchomość
"
"broke
","zepsuł się
"
"jealous
","zazdrosny
"
"doleful
","żałosny
"
"grandfather
","Dziadek
"
"much-excited
","bardzo podekscytowany
"
"fanatic
","fanatyk
"
"cooled
","schłodzone
"
"calling
","powołanie
"
"anyone's
","kogokolwiek
"
"headquarters
","Kwatera główna
"
"accepts
","akceptuje
"
"coolly
","chłodno
"
"tornado
","tornado
"
"greener
","bardziej ekologiczny
"
"memoirs
","pamiętniki
"
"rapidly
","szybko
"
"moistened
","nawilżony
"
"necks
","szyje
"
"instinctively
","instynktownie
"
"motive
","motyw
"
"sheep
","owca
"
"latticed
","krata
"
"steamed
","gotowane na parze
"
"clod-hopping
","skakanie po gruzach
"
"candour
","szczerość
"
"violation
","naruszenie
"
"logical
","logiczny
"
"journalist
","dziennikarz
"
"you'd
","ty byś
"
"cranking
","kręcenie
"
"stated
","stwierdził
"
"earning
","zarobkowy
"
"garden-coat
","płaszcz ogrodowy
"
"half-dozen
","pół tuzina
"
"gazes
","spojrzenia
"
"plained
","gładki
"
"instinctever
","instynkt
"
"records
","dokumentacja
"
"hopping
","skacząc
"
"repassed
","repassed
"
"apostle
","apostoł
"
"miracle
","cud
"
"fields
","pola
"
"mustered
","zebrany
"
"get
","otrzymać
"
"roughness
","chropowatość
"
"cadeaux
","cadeaux
"
"jackets
","kurtki
"
"estimates
","szacunki
"
"defiance
","bunt
"
"fiddling
","błahy
"
"ladysmaid
","ladysmaid
"
"witchcraft
","czary
"
"boots
","buty
"
"overjoyed
","uszczęśliwiony
"
"thickened
","zagęszczony
"
"eliezer
","eliezer
"
"doze
","drzemać
"
"meditatedthat
","rozmyślał nad tym
"
"keepsake
","pamiątka
"
"encountering
","spotkanie
"
"clean
","czysty
"
"manifestations
","manifestacje
"
"tears
","łzy
"
"rally
","Rajd
"
"messenger
","posłaniec
"
"notes
","notatki
"
"coarsely
","grubo
"
"root
","korzeń
"
"rosewood
","palisander
"
"plea
","zarzut
"
"its
","jego
"
"unwelcome
","niepożądany
"
"idiocy
","idiotyzm
"
"ravished
","zachwycony
"
"classics
","klasyka
"
"opinions
","opinie
"
"miserable
","nieszczęśliwy
"
"flatteredyou
","pochlebia ci
"
"doctrine
","doktryna
"
"arrival
","przyjazd
"
"sich
","sich
"
"outbursts
","wybuchy
"
"sickens
","chory
"
"vendor
","sprzedawca
"
"drains
","drenuje
"
"pounds
","funtów
"
"peered
","zajrzał
"
"resolutely
","stanowczo
"
"indelicate
","niedelikatny
"
"kettles
","czajniki
"
"morally
","moralnie
"
"repudiated
","odrzucony
"
"guest
","Gość
"
"captivated
","urzeczony
"
"float
","pływak
"
"collective
","kolektyw
"
"altercation
","sprzeczka
"
"unfurnished
","nieumeblowane
"
"two-leaved
","dwulistny
"
"iv
","iv
"
"swirling
","wirujące
"
"pointthis
","Chodzi o to
"
"slothful
","leniwy
"
"continuation
","kontynuacja
"
"scar
","blizna
"
"heap
","sterta
"
"effluence
","emanacja
"
"intelligenther
","inteligentniejszy
"
"abundance
","obfitość
"
"chatter
","gadać
"
"eva
","eva
"
"passion
","pasja
"
"progressive
","progresywny
"
"masons
","murarze
"
"newa
","newa
"
"bessie
","bessie
"
"warped
","wichrowaty
"
"hero
","bohater
"
"identity
","tożsamość
"
"tyne
","tyne
"
"knitted
","trykotowy
"
"palisades
","palisady
"
"somehow
","jakoś
"
"fly
","latać
"
"suited
","nadaje się
"
"cankering
","rak
"
"unpleasantness
","nieprzyjemność
"
"xxxiii
","xxxiii
"
"smelt
","stynka
"
"scraped
","zeskrobany
"
"transaction
","transakcja
"
"prefers
","woli
"
"describe
","opisać
"
"suchtelen
","suchtelen
"
"clergymans
","duchowni
"
"arches
","łuki
"
"sullenness
","posępność
"
"associated
","powiązany
"
"tranquillised
","uspokojony
"
"trips
","wycieczki
"
"faithful
","wierny
"
"entrancedlet
","entrancedlet
"
"dignity
","godność
"
"saidor
","saidor
"
"laughed
","zaśmiał się
"
"underwater
","Podwodny
"
"stoves
","piece
"
"sinners
","grzesznicy
"
"cavillers
","kawilery
"
"otherat
","inne
"
"ireful
","wściekły
"
"twenty-one
","dwadzieścia jeden
"
"stalk
","łodyga
"
"clear
","jasny
"
"welsh
","walijski
"
"report
","raport
"
"threatened
","zagrożony
"
"misty
","mglisty
"
"brink
","skraj
"
"we-by
","my-by
"
"horn
","róg
"
"hose
","wąż gumowy
"
"marbled
","marmurkowaty
"
"gardez-vous
","gardez-vous
"
"replied
","odpowiedział
"
"orchardturned
","sad odwrócony
"
"murderer
","morderca
"
"file
","plik
"
"gradually
","stopniowo
"
"bidding
","licytacja
"
"flew
","latał
"
"inferior
","gorszy
"
"full-blown
","w pełni rozwinięty
"
"weighs
","waży
"
"hermit
","pustelnik
"
"happyto
","szczęśliwy
"
"quiescence
","bezruch
"
"hasn't
","nie ma
"
"damages
","odszkodowanie
"
"pencils
","ołówki
"
"encouragement
","zachęta
"
"every-day
","codziennie
"
"meher
","meher
"
"people's
","narody
"
"unfortunately
","Niestety
"
"increasing
","wzrastający
"
"check
","czek
"
"child
","dziecko
"
"kidneys
","nerki
"
"trilogy
","trylogia
"
"unbelievable
","nie do wiary
"
"document
","dokument
"
"discovers
","odkrywa
"
"housesfor
","domy dla
"
"silenced
","uciszony
"
"sont
","sont
"
"sincefor
","odtąd
"
"installed
","zainstalowany
"
"fountain-pen
","wieczne pióro
"
"halfweg
","halfweg
"
"coasted
","wybrzeżem
"
"illumination
","oświetlenie
"
"self-satisfied
","zadowolony z siebie
"
"pray
","módl się
"
"players
","gracze
"
"keesing
","keesing
"
"rule
","reguła
"
"deck
","pokład
"
"taskedthat
","Zadaniem tego
"
"marrying
","poślubić
"
"inwardly
","wewnętrznie
"
"buoy
","boja
"
"flung
","rzucony
"
"unchanged
","niezmieniony
"
"dissolved
","rozpuszczony
"
"mutemy
","mutemy
"
"events
","wydarzenia
"
"rome
","Rzym
"
"cities
","miasta
"
"parleying
","pietruszka
"
"lengths
","długości
"
"suggests
","wskazuje
"
"adhesion
","przyczepność
"
"days
","dni
"
"total
","całkowity
"
"fig
","Figa
"
"upright
","pionowo
"
"losespoor
","losespoor
"
"brood
","plemię
"
"exacted
","wymuszony
"
"donjon
","ostróg
"
"sourcethe
","źródło
"
"habiller
","habiller
"
"wantsbut
","chce, ale
"
"ringleader
","prowodyr
"
"instilled
","zaszczepiony
"
"reminds
","przypomina
"
"elbow
","łokieć
"
"discussing
","omawianie
"
"guilt
","wina
"
"betteror
","Betteror
"
"ordained
","wyświęcony
"
"underpants
","slipy
"
"broodingthat
","rozmyślać, że
"
"maybe
","może
"
"waiting
","Czekanie
"
"paying
","intratny
"
"erectness
","wyprostowanie
"
"mary
","Mary
"
"whitequite
","biały
"
"uplifting
","podnoszący na duchu
"
"discontented
","niezadowolony
"
"sneeze
","kichać
"
"roamed
","wędrował
"
"recalls
","wspomina
"
"good-afternoon
","dzień dobry
"
"paulo
","Paulo
"
"falling
","spadanie
"
"flecked
","nakrapiane
"
"stable
","stabilny
"
"kitty
","koteczek
"
"commands
","polecenia
"
"restraining
","krępowanie
"
"kindred
","krewni
"
"doors
","drzwi
"
"oracles
","wyrocznie
"
"sao
","sao
"
"reverse
","odwrócić
"
"roving
","tułaczy
"
"intercession
","wstawiennictwo
"
"honestly
","szczerze
"
"quiz
","kartkówka
"
"thunderclouds
","burzowe chmury
"
"path
","ścieżka
"
"placidity
","spokój
"
"elf
","elf
"
"wearied
","zmęczony
"
"grimaces
","grymasy
"
"craze
","szał
"
"soporific
","nasenny
"
"double
","podwójnie
"
"earlier
","wcześniej
"
"examining
","badanie
"
"quietlyso
","cicho
"
"wedding-dress
","suknia ślubna
"
"energiesit
","energiesit
"
"lake
","jezioro
"
"gym
","siłownia
"
"tottered
","zachwiał się
"
"parishmr
","paraf
"
"tonic
","Tonik
"
"so-called
","tak zwana
"
"them
","im
"
"bois
","bois
"
"well-rehearsed
","dobrze wyćwiczony
"
"anticipated
","przewidywany
"
"corresponding
","odpowiedni
"
"halted
","zatrzymany
"
"fulminating
","piorunujący
"
"doigts
","doigts
"
"rossini
","Rossini
"
"disfigured
","oszpecony
"
"emphatic
","dobitny
"
"clashed
","zderzyli się
"
"employee
","pracownik
"
"back-parlour
","salonik
"
"kindlingno
","podpałka
"
"abodes
","siedziby
"
"plan
","plan
"
"full-cream
","pełnotłuste
"
"yonder
","tam
"
"realized
","realizowany
"
"phillips
","phillips
"
"heroic-looking
","bohatersko wyglądający
"
"unheeded
","nie zauważony
"
"hugo
","hugo
"
"stalled
","utknęły w martwym punkcie
"
"joke
","żart
"
"hard-featured
","ciężko funkcjonalny
"
"ore
","Ruda
"
"pistols
","pistolety
"
"lived
","żył
"
"frowningly
","marszcząc brwi
"
"skipping
","skaczący
"
"temper
","hartować
"
"concentration
","stężenie
"
"balked
","zaprzeczył
"
"sternly
","surowo
"
"shouldn't
","nie powinien
"
"saucy
","pyskaty
"
"societyor
","społeczeństwo lub
"
"intolerably
","nieznośnie
"
"apparel
","strój
"
"watchword
","hasło
"
"yesyesyes
","tak tak tak
"
"portal
","portal
"
"conjugal
","małżeński
"
"western
","Zachodni
"
"rode
","jechał
"
"curlers
","lokówki
"
"despotism
","despotyzm
"
"goblin-laugher
","goblin-śmiech
"
"incredible
","niesamowite
"
"departurewhich
","wyjazd, który
"
"collectedly
","zbiorowo
"
"capricesall
","capricesall
"
"embarrassing
","żenujący
"
"render
","renderowanie
"
"muffle
","stłumić
"
"olive
","Oliwa
"
"commotion
","zamieszanie
"
"pulses
","impulsy
"
"lad
","chłopak
"
"coals
","węgle
"
"immutable
","niezmienny
"
"embarrasses
","zawstydza
"
"millionaire
","milioner
"
"booksome
","bookome
"
"charity
","dobroczynność
"
"spoken
","Mówiony
"
"outcast
","wyrzutek
"
"prize
","nagroda
"
"rereading
","ponowne przeczytanie
"
"mobilized
","zmobilizowany
"
"furbish
","wywołać
"
"propriety
","przyzwoitość
"
"hebrides
","hebrides
"
"ambassador
","ambasador
"
"training
","trening
"
"relayed
","przekazane
"
"degenerate
","zdegenerowany
"
"comfy
","wygodne
"
"great
","wspaniały
"
"belong
","należeć
"
"mouthall
","usta
"
"opening
","otwarcie
"
"delays
","opóźnienia
"
"convent-like
","klasztorny
"
"quil
","pikować
"
"subsequent
","kolejny
"
"deserting
","dezerteruje
"
"equals
","równa się
"
"teenage
","nastoletni
"
"impudent
","bezczelny
"
"affirmative
","twierdzący
"
"curiosity
","ciekawość
"
"passengers
","pasażerowie
"
"heater
","podgrzewacz
"
"evasive
","wykrętny
"
"cruelshe
","okrutny
"
"farewell
","pożegnanie
"
"estimated
","szacowane
"
"enable
","włączyć
"
"decision
","decyzja
"
"blending
","mieszanie
"
"homewould
","domowa
"
"disperse
","rozpraszać
"
"east
","Wschód
"
"rescind
","odwołać
"
"blights
","plagi
"
"gazelle-eyes
","oczy gazeli
"
"self-confident
","pewny siebie
"
"persecuting
","prześladowanie
"
"measureless
","bez miary
"
"bemired
","opłakany
"
"afraid
","przestraszony
"
"beggar-womani
","beggar-womani
"
"thisthat
","to tamto
"
"think's
","myśli
"
"hatred
","nienawiść
"
"self-denying
","samozaparcie
"
"blunder
","pomyłka
"
"stimulating
","pobudzający
"
"over-leaped
","przeskoczył
"
"handful
","garść
"
"sleeps
","śpi
"
"sensibly
","mądrze
"
"tenderness
","czułość
"
"gave
","dał
"
"bedroom
","sypialnia
"
"stinking
","śmierdzący
"
"sundered
","rozdzielone
"
"ingredients
","Składniki
"
"approaching
","zbliżający się
"
"dowhat
","co zrobić
"
"helen
","helen
"
"franks
","franki
"
"soulwithered
","duszpasterz
"
"satisfactorily
","zadowalająco
"
"helpful
","pomocny
"
"lifeless
","bez życia
"
"needlefactory
","fabryka igieł
"
"breathing
","oddechowy
"
"unclemy
","nieokiełznany
"
"deviate
","zbaczać
"
"half-smothered
","na wpół uduszony
"
"ewe
","owca
"
"whirling
","wirowanie
"
"chests
","skrzynie
"
"squad
","Drużyna
"
"vehicles
","pojazdy
"
"diablerie
","magia
"
"meditation
","medytacja
"
"eight-fifteen
","ósma piętnaście
"
"froze
","zamarł
"
"riser
","pion
"
"institutionthis
","instytucja
"
"awakened
","przebudzony
"
"doses
","dawki
"
"wall-nooks
","zakamarki ścienne
"
"fée
","opłata
"
"janet
","janet
"
"whether
","czy
"
"sleep
","sen
"
"rightly
","słusznie
"
"afar
","daleko
"
"magnifying
","powiększające
"
"degrees
","stopnie
"
"shunned
","unikał
"
"succumbed
","uległ
"
"cousins
","kuzyni
"
"religious
","religijny
"
"feats
","wyczyny
"
"balzac
","balzac
"
"unfledged
","bezpióry
"
"driedwhen
","suszone kiedy
"
"proprietornothing
","nic własności
"
"nom
","nie m
"
"catholic
","katolicki
"
"lowered
","obniżony
"
"hesitate
","wahać się
"
"quaintness
","oryginalność
"
"yesyesthe
","tak tak
"
"volleyball
","Siatkówka
"
"loves
","kocha
"
"performed
","wykonane
"
"sometime
","czasami
"
"inevitable
","nieunikniony
"
"outdoors
","na dworze
"
"headlines
","nagłówki
"
"school-discipline
","dyscyplina szkolna
"
"emerging
","pojawiające się
"
"headache
","bół głowy
"
"exonerated
","uniewinniony
"
"dewwhile
","rosa
"
"translate
","Tłumaczyć
"
"aprons
","fartuchy
"
"etc
","itp
"
"tottering
","chwiejny
"
"extant
","pozostały
"
"manifestation
","manifestacja
"
"dived
","nurkował
"
"quickens
","przyspiesza
"
"dulness
","głupota
"
"affliction
","cierpienie
"
"assertion
","twierdzenie
"
"butter's
","masło
"
"watchings
","obserwacje
"
"accounts
","rachunki
"
"spoons
","łyżki
"
"corps
","korpus
"
"joachim
","joachim
"
"recognise
","rozpoznać
"
"second-hand
","z drugiej ręki
"
"announce
","ogłosić
"
"conjecture
","przypuszczenie
"
"protected
","chroniony
"
"independence
","niezależność
"
"agate
","agat
"
"boiled
","gotowany
"
"operation
","operacja
"
"fold
","zagięcie
"
"triviality
","banalność
"
"widely
","szeroko
"
"decisions
","decyzje
"
"perpetrate
","popełnić
"
"worse
","gorzej
"
"bough
","konar
"
"confidant
","powiernik
"
"talents
","talenty
"
"regenerating
","regenerujący
"
"undaunted
","nieposkromiony
"
"bicycles
","rowery
"
"reviews
","Opinie
"
"weakened
","osłabiony
"
"evil
","zło
"
"pine-apples
","ananasy
"
"utterby
","kompletny
"
"lacked
","brakowało
"
"shame-facedness
","wstyd
"
"faultfinding
","Wykrywanie usterek
"
"aspireafter
","aspireafter
"
"outlook
","perspektywy
"
"denote
","oznaczać
"
"memorized
","zapamiętane
"
"god
","Bóg
"
"sag
","zwis
"
"paynim
","paynim
"
"cigarstole
","cygaretka
"
"maastricht'
","Maastricht ”
"
"hole's
","dziury
"
"chopin
","chopin
"
"blanche
","blanche
"
"despicably
","nikczemnie
"
"variations
","wariacje
"
"recognising
","rozpoznawanie
"
"hustle
","pośpiech
"
"nasty
","paskudny
"
"forget
","zapomnieć
"
"stick
","kij
"
"actress
","aktorka
"
"observant
","uważny
"
"treasures
","skarby
"
"unhappiness
","nieszczęście
"
"mortification
","umartwienie
"
"frankness
","szczerość
"
"heretofore
","dotychczas
"
"information
","Informacja
"
"intellectual
","intelektualny
"
"restrain
","powstrzymać się
"
"cure
","lekarstwo
"
"solest
","solest
"
"doomed
","stracony
"
"wayadèle
","wayadèle
"
"blither
","blither
"
"torn
","rozdarty
"
"soot
","sadza
"
"representation
","reprezentacja
"
"gloomy
","ponury
"
"racks
","stojaki
"
"nurse-girl
","pielęgniarka
"
"well-bred
","dobrze wychowany
"
"inquiries
","zapytania
"
"intercourse
","stosunek płciowy
"
"compassionate
","współczujący
"
"mysteries
","arkana
"
"talkyour
","talkyour
"
"creases
","fałdowanie
"
"peal
","huk
"
"halcyon
","zimorodek
"
"important
","ważny
"
"deliberating
","rozważać
"
"opponent
","przeciwnik
"
"surprise
","niespodzianka
"
"retirement
","przejście na emeryturę
"
"cute
","uroczy
"
"dangers
","niebezpieczeństwa
"
"letting
","pozwalając
"
"shining
","świecący
"
"unamiable-looking
","niemiły wygląd
"
"menorah
","menora
"
"trough
","koryto
"
"kitchenand
","kuchnia i
"
"housewives
","gospodynie domowe
"
"parisiennes
","paryż
"
"includes
","zawiera
"
"numbering
","numeracja
"
"bowling
","kręgle
"
"amount
","ilość
"
"conscience-keeper
","strażnik sumienia
"
"saviour
","Zbawiciel
"
"pathetic
","żałosne
"
"bottom
","Dolny
"
"boredom
","nuda
"
"wehrmacht
","wehrmacht
"
"crusty
","skorupiasty
"
"pretension
","pretensja
"
"casings
","osłonki
"
"forming
","formowanie
"
"evening
","wieczór
"
"jason
","Jason
"
"disseverment
","disseverment
"
"misunderstanding
","nieporozumienie
"
"conspicuous
","rzucający się w oczy
"
"farm
","gospodarstwo rolne
"
"coughed
","kaszlał
"
"rearm
","dozbrajać
"
"shady
","zacieniony
"
"nazi
","nazi
"
"vapoury
","vapoury
"
"satisfactory
","zadowalający
"
"for
","dla
"
"excitement
","podniecenie
"
"gaping
","rozdziawiony
"
"filial
","synowski
"
"tunefully
","melodyjnie
"
"damn
","cholera
"
"watering
","podlewanie
"
"tempestuous
","burzliwy
"
"knothelp
","knothelp
"
"almosti
","prawie
"
"ids
","ids
"
"perish
","zginąć
"
"colourless
","bezbarwny
"
"dayssometimes
","dniami czasami
"
"inkling
","poczucie
"
"fumbled
","grzebał
"
"balustrade
","balustrada
"
"flickered
","migotała
"
"neglect
","zaniedbanie
"
"trust
","zaufanie
"
"permitting
","pozwolenie
"
"idol
","idol
"
"swallowing
","łykanie
"
"stiffened
","usztywniony
"
"ebony
","heban
"
"bishops
","biskupi
"
"reservoir
","zbiornik
"
"proofs
","dowody
"
"hueless
","bezmyślny
"
"wrongdirect
","zły kierunek
"
"xxviii
","xxviii
"
"sincea
","ponieważ
"
"spiritnow
","spiritnow
"
"lamb-like
","barankowaty
"
